"Assay","logFC","AveExpr","t","P.Value","adj.P.Val","B","neg_log10_padj","neg_log10_p","sig","UniProt","delta_NPX","n_samples","analysis_group"
"KLHDC7B",0.566523781492949,-0.0753348880447447,3.79841737381428,0.000491524625425764,0.156593963017996,-0.219540197993393,0.80522498479729,3.3084547190961,"Not significant","Q96G42",0.516832301924501,40,"large_artery_atherosclerosis"
"CCDC7",-2.75250926490592,0.0274446941912174,-3.77439441490185,0.000527552458293056,0.158734673006399,-0.250742120140103,0.799328198320068,3.27773434889385,"Significant","Q96M83",-2.83501576807432,40,"large_artery_atherosclerosis"
"PRRC1",-0.799308983936192,0.0133473737630993,-3.67893556343584,0.000697623193168028,0.198213738595573,-0.479092410057549,0.702866246977568,3.156379089289,"Not significant","Q96M27",-0.753698838536035,40,"large_artery_atherosclerosis"
"NEFL",1.5137407437482,0.0394139705691487,3.6624297815589,0.000731956198654258,0.198213738595573,-0.5359922348108,0.702866246977568,3.13551490699068,"Significant","P07196",1.45512001628062,40,"large_artery_atherosclerosis"
"MYL1",-0.990166928034044,-0.07386694252491,-3.53535513155692,0.00105652460834852,0.265817721385844,-0.849167613884592,0.575416069128682,2.97612038299832,"Not significant","P05976",-1.32284015211566,40,"large_artery_atherosclerosis"
"RGS3",0.890050219067674,-0.0207514734996948,3.52521340344591,0.00108768669662957,0.265817721385844,-0.854936566681609,0.575416069128682,2.96349618324046,"Not significant","P49796",0.947711563510762,40,"large_artery_atherosclerosis"
"MLN",1.41378190571746,-0.147810123069212,3.51223857408414,0.0011288418744229,0.265817721385844,-0.874225888667779,0.575416069128682,2.94736688878818,"Significant","P12872",1.0603085737909,40,"large_artery_atherosclerosis"
"KDF1",-0.5804510169787,0.148772028414533,-3.42944901935653,0.00142880025750967,0.302287487961517,-1.07164361197416,0.51957982841506,2.84502848018354,"Not significant","Q8NAX2",-0.53197326899439,40,"large_artery_atherosclerosis"
"PLCD4",-0.807140750810738,0.351314471103251,-3.41583845017293,0.0014849032911899,0.302287487961517,-1.10122073500891,0.51957982841506,2.82830183016511,"Not significant","Q9BRC7",-1.0844759718985,40,"large_artery_atherosclerosis"
"FAM193A",0.906698353746088,-0.0921782209072262,3.40883007254546,0.00151460756203045,0.302287487961517,-1.11644815451124,0.51957982841506,2.8196998791898,"Not significant","P78312",0.913668791579555,40,"large_artery_atherosclerosis"
"CHRM2",-1.33055098623264,-0.593309940211475,-3.39427331451761,0.00157813025387198,0.302287487961517,-1.15744265197198,0.51957982841506,2.80185715435645,"Significant","P08172",-1.54259296427233,40,"large_artery_atherosclerosis"
"BRD2",-1.51292150081735,-0.527119112201035,-3.39404656476583,0.00157913959762989,0.302287487961517,-1.16546221666438,0.51957982841506,2.80157947619782,"Significant","P25440",-1.95173889503677,40,"large_artery_atherosclerosis"
"NMRK1",-0.449719293476972,-0.163951498747338,-3.38528857896788,0.00161859991707607,0.302287487961517,-1.19000233903492,0.51957982841506,2.79086048619319,"Not significant","Q9NWW6",-0.469885350483817,40,"large_artery_atherosclerosis"
"TRIM47",0.732697398731245,0.302471296209842,3.36246516238331,0.00172590765614592,0.305571898469516,-1.24635062067035,0.514886587598911,2.76298244471532,"Not significant","Q96LD4",0.654745527908066,40,"large_artery_atherosclerosis"
"CNTN4",-0.414414894635317,0.0126397335669026,-3.35772572258847,0.00174902674530188,0.305571898469516,-1.23554586597644,0.514886587598911,2.75720354944173,"Not significant","Q8IWV2",-0.384148496903806,40,"large_artery_atherosclerosis"
"SYCP3",1.05053516502304,-0.458473465754651,3.32573768721386,0.00191296791708318,0.323769819966329,-1.31143856382806,0.489763636227951,2.71829231358513,"Significant","Q8IZU3",1.51922703549838,40,"large_artery_atherosclerosis"
"RIC8B",1.3240485121492,-0.23829769489821,3.30624507125729,0.0020199443301122,0.327336409436086,-1.36232698207892,0.485005685685744,2.69466059959211,"Significant","Q9NVN3",1.32960985181999,40,"large_artery_atherosclerosis"
"ENPP2",-0.374572507375214,-0.0283467043656856,-3.3000852166564,0.00205491837533732,0.327336409436086,-1.37358811640416,0.485005685685744,2.68720542432058,"Not significant","Q13822",-0.413166093210862,40,"large_artery_atherosclerosis"
"ADAMTS8",-0.614629187898208,-0.108116345584131,-3.27868512187837,0.00218095694724856,0.331295834565371,-1.42352193465408,0.479784024536533,2.66135290744144,"Not significant","Q9UP79",-0.642434320382925,40,"large_artery_atherosclerosis"
"ARHGAP31",1.58162914707478,-0.259388500452042,3.27520866427591,0.00220211411454087,0.331295834565371,-1.43130470612562,0.479784024536533,2.65716017944633,"Significant","Q2M1Z3",1.9278024124875,40,"large_artery_atherosclerosis"
"TNFRSF12A",0.35975640217604,-0.0294514441862702,3.25396515658572,0.00233570085640461,0.341896103737496,-1.4820348555587,0.466105848413546,2.63158278002364,"Not significant","Q9NP84",0.159793464531159,40,"large_artery_atherosclerosis"
"ACE2",0.755387187711431,0.0824532012687996,3.20791834288171,0.00265216980730075,0.373446947064475,-1.58168328449718,0.427771086575961,2.57639867332427,"Not significant","Q9BYF1",0.587130991342042,40,"large_artery_atherosclerosis"
"FRMD1",-2.16455822698247,-0.76287176925689,-3.19782118789872,0.00272680788987241,0.373446947064475,-1.60343842521227,0.427771086575961,2.56434545806397,"Significant","Q8N878",-1.77453897601478,40,"large_artery_atherosclerosis"
"IGDCC4",-0.427837914552221,-0.0897436180574005,-3.19366551526849,0.00275810152927973,0.373446947064475,-1.61366305697246,0.427771086575961,2.55938975092509,"Not significant","Q8TDY8",-0.400937501166117,40,"large_artery_atherosclerosis"
"GIMAP6",0.78151713906919,-0.0283242312259972,3.18058540446482,0.00285883642823428,0.375473840423138,-1.645106782151,0.42542031526603,2.54381069261245,"Not significant","Q6P9H5",0.774747465459811,40,"large_artery_atherosclerosis"
"SFTPA2",-0.877237165499789,0.102800122857298,-3.16522001438677,0.00298162385623842,0.375473840423138,-1.67937951861632,0.42542031526603,2.52554714541143,"Not significant","Q8IWL1",-0.71989419711449,40,"large_artery_atherosclerosis"
"MAPKBP1",-0.379730727847244,-0.112767772097141,-3.16020580194136,0.00302276258826473,0.375473840423138,-1.68956584539584,0.42542031526603,2.51959596154052,"Not significant","O60336",-0.252747145390903,40,"large_artery_atherosclerosis"
"NKRF",1.09445198898614,-0.797805006150156,3.15687596074261,0.00305037831953805,0.375473840423138,-1.69673073778776,0.42542031526603,2.51564629445693,"Significant","O15226",1.77565656129423,40,"large_artery_atherosclerosis"
"CNTN1",-0.373159492763317,-0.122821339638904,-3.13796275524894,0.00321181847716688,0.386190611737515,-1.73926918933506,0.41319828809197,2.49324900778703,"Not significant","Q12860",-0.370187754990959,40,"large_artery_atherosclerosis"
"DEPDC1",0.890985418534569,0.144735959218815,3.12705104893453,0.00330860121590704,0.386190611737515,-1.76354723901713,0.41319828809197,2.48035557498819,"Not significant","Q5TB30",0.630807698456144,40,"large_artery_atherosclerosis"
"SAMD13",0.556708913797805,0.0179913208819926,3.12232618952344,0.00335135870599395,0.386190611737515,-1.77504934379401,0.41319828809197,2.47477908583334,"Not significant","Q5VXD3",0.278960933190622,40,"large_artery_atherosclerosis"
"MTCL1",0.304005328800365,0.0156848326325417,3.10892925668107,0.00347545122917264,0.389377589076229,-1.80404553301089,0.409629048246434,2.45898880154359,"Not significant","Q9Y4B5",0.381329585252137,40,"large_artery_atherosclerosis"
"THBS4",-0.549431216815987,-0.157971471885685,-3.10393600662366,0.00352280315080045,0.389377589076229,-1.81848421640757,0.409629048246434,2.45311162389501,"Not significant","P35443",-0.629555315341287,40,"large_artery_atherosclerosis"
"GPRC5C",1.0383337652644,0.0221907804720104,3.08863712850654,0.00367170651484071,0.397719249687545,-1.84990110441917,0.400423388569558,2.43513203991063,"Significant","Q9NQ84",0.990394636463129,40,"large_artery_atherosclerosis"
"CCDC134",-0.787989645972987,0.496101370896213,-3.07242790039312,0.00383593991030464,0.407361775572744,-1.88584071462039,0.390019725057653,2.4161282046368,"Not significant","Q9H6E4",-0.516267848685734,40,"large_artery_atherosclerosis"
"NR2C2",0.457982379503473,0.0400520081479044,3.04194178921466,0.00416375933057231,0.421713877731993,-1.9517986767943,0.374982107016305,2.38051438108875,"Not significant","P49116",0.551870033528045,40,"large_artery_atherosclerosis"
"ENSA",-1.65273258060976,0.0877111028181389,-3.03599133992941,0.00423074859361904,0.421713877731993,-1.96491498138823,0.374982107016305,2.37358278125059,"Significant","O43768",-1.35965604239018,40,"large_artery_atherosclerosis"
"PACSIN3",-0.913650355855753,-0.143011053267401,-3.03137689098179,0.0042833944656153,0.421713877731993,-1.97500549777552,0.374982107016305,2.36821192879011,"Not significant","Q9UKS6",-0.61707130968308,40,"large_artery_atherosclerosis"
"ALDH1L1",0.728866475353791,0.31640240829438,3.02382904953552,0.00437083832103666,0.421713877731993,-1.991607293521,0.374982107016305,2.35943525793045,"Not significant","O75891",0.497146841944385,40,"large_artery_atherosclerosis"
"PINLYP",-0.85804349541864,0.0488142943009734,-3.023364530782,0.00437627439856945,0.421713877731993,-1.99252944474876,0.374982107016305,2.3588954549451,"Not significant","A6NC86",-0.831315753251594,40,"large_artery_atherosclerosis"
"MCAM",-0.416379706081792,-0.134426074661314,-3.0181046727256,0.00443827382398884,0.421713877731993,-2.00426821577257,0.374982107016305,2.3527859070209,"Not significant","P43121",-0.473362388352055,40,"large_artery_atherosclerosis"
"RNF227",-0.261490206951705,-0.0128935918444768,-3.00442996159851,0.0046033494587758,0.429324820327669,-2.03385408789045,0.367214003158694,2.33692605481335,"Not significant","A6NIN4",-0.335179791429597,40,"large_artery_atherosclerosis"
"FBXL19",-0.751355994249576,-0.0251953948289156,-2.99848389156412,0.00467691366309683,0.429324820327669,-2.04717116239872,0.367214003158694,2.33004064719364,"Not significant","Q6PCT2",-0.566697175179529,40,"large_artery_atherosclerosis"
"PNLIPRP1",1.13112566975743,-0.171995465294458,2.98716824449867,0.00481997094450177,0.43508271059036,-2.07132447449959,0.361428174451229,2.31695557974467,"Significant","P54315",1.2398591888543,40,"large_artery_atherosclerosis"
"RTP4",0.472386792344692,0.178817531297682,2.97922591261488,0.00492282500981993,0.437082299232537,-2.08885914955003,0.359436781021882,2.3077856016882,"Not significant","Q96DX8",0.453104021266354,40,"large_artery_atherosclerosis"
"RAMP3",-0.711531144740938,-0.0390748880803585,-2.96442641905817,0.00511999863031586,0.437217230603305,-2.12198585849916,0.359302730966437,2.2907301552051,"Not significant","O60896",-0.538457542657852,40,"large_artery_atherosclerosis"
"BICD2",-0.866489291930686,0.0729173708241433,-2.94642354452311,0.00536983812312713,0.437217230603305,-2.15953104167872,0.359302730966437,2.2700388061612,"Not significant","Q8TD16",-0.628317146121194,40,"large_artery_atherosclerosis"
"FLCN",-0.774052610940262,-0.208023797580972,-2.94321511193154,0.00541554660977575,0.437217230603305,-2.16591326536571,0.359302730966437,2.26635770198812,"Not significant","Q8NFG4",-0.923723369375525,40,"large_artery_atherosclerosis"
"HSP90AB4P",-2.14852922096017,-0.954308015423157,-2.94199883562471,0.00543296923088539,0.437217230603305,-2.17011534728104,0.359302730966437,2.26496275454561,"Significant","Q58FF6",-1.91353867087138,40,"large_artery_atherosclerosis"
"RECK",-0.25787311666355,-0.00143675355939195,-2.94110411488137,0.0054458192244054,0.437217230603305,-2.17285207872986,0.359302730966437,2.26393677929173,"Not significant","O95980",-0.268970748151253,40,"large_artery_atherosclerosis"
"DIABLO",-1.031308320134,0.444509538821876,-2.93827226458212,0.00548667825416021,0.437217230603305,-2.17633525926361,0.359302730966437,2.26069050664186,"Significant","Q9NR28",-0.625470585326977,40,"large_artery_atherosclerosis"
"L3MBTL2",1.40011867184338,-0.248783499142155,2.93808201826793,0.00548943347138566,0.437217230603305,-2.17772538988225,0.359302730966437,2.26047247393729,"Significant","Q969R5",1.24815944052625,40,"large_artery_atherosclerosis"
"AMOT",-0.291573586836084,-0.0378697221749462,-2.92892721080437,0.00562355899989659,0.441293902761031,-2.19619282946624,0.35527207304121,2.24998874407303,"Not significant","Q4VCS5",-0.297858014003575,40,"large_artery_atherosclerosis"
"TNFRSF6B",0.55570859728974,-0.0144912242772989,2.92356244612357,0.00570357702977699,0.441293902761031,-2.20778831631393,0.35527207304121,2.24385268870404,"Not significant","O95407",0.505484190464405,40,"large_artery_atherosclerosis"
"PAEP",1.02621890657958,0.350158753665164,2.91235475798425,0.00587419636439537,0.448093626895286,-2.23292485087634,0.348631232886539,2.23105153984455,"Significant","P09466",0.66728469353975,40,"large_artery_atherosclerosis"
"CD86",-0.438409627049732,0.0261132382322103,-2.90398018683231,0.00600479052328253,0.451693687140253,-2.24926288893049,0.345155979085079,2.2215021383309,"Not significant","P42081",-0.304160570807545,40,"large_artery_atherosclerosis"
"PON3",-0.394249124897184,-0.0214424526144285,-2.89393236607809,0.00616505992060506,0.452776489832786,-2.27411357415061,0.344116131733584,2.21006269797147,"Not significant","Q15166",-0.364556009867331,40,"large_artery_atherosclerosis"
"DNASE1",-0.415826765742645,0.0198047890677117,-2.88489416284469,0.00631263249152239,0.452776489832786,-2.28915044355772,0.344116131733584,2.19978949366802,"Not significant","P24855",-0.451561533651814,40,"large_artery_atherosclerosis"
"PRAM1",1.42806905014515,-0.134500978235155,2.88014253891114,0.006391532555643,0.452776489832786,-2.30222659219458,0.344116131733584,2.19439499463402,"Significant","Q96QH2",1.13771753516457,40,"large_artery_atherosclerosis"
"CDCA2",-0.596035400147121,0.226436821743846,-2.87791978093726,0.00642875649713621,0.452776489832786,-2.30600598788414,0.344116131733584,2.19187302375676,"Not significant","Q69YH5",-0.281325221108419,40,"large_artery_atherosclerosis"
"PACRGL",-1.21189583576077,0.0699861016997602,-2.87206226419476,0.00652782273978629,0.452776489832786,-2.31744967063881,0.344116131733584,2.1852316471736,"Significant","Q8N7B6",-1.04371146601771,40,"large_artery_atherosclerosis"
"KLF8",-0.461940335817524,0.0143092784564942,-2.87000464237712,0.00656295957355183,0.452776489832786,-2.32318408302175,0.344116131733584,2.18290027089734,"Not significant","O95600",-0.422350964465158,40,"large_artery_atherosclerosis"
"EPN1",-1.35504918057178,-0.392953840852715,-2.86258494368867,0.0066911329086432,0.452776489832786,-2.3364924298381,0.344116131733584,2.17450034347028,"Significant","Q9Y6I3",-1.21584555944924,40,"large_artery_atherosclerosis"
"NCKIPSD",-0.395399827443128,0.0872521816985682,-2.85736857213458,0.00678263853862794,0.452776489832786,-2.34785965609648,0.344116131733584,2.16860132680379,"Not significant","Q9NZQ3",-0.340430463973701,40,"large_artery_atherosclerosis"
"CHL1",-0.309174460888406,-0.0451956760691246,-2.85558211987601,0.0068142439189918,0.452776489832786,-2.35382022922336,0.344116131733584,2.16658232471939,"Not significant","O00533",-0.298773328682808,40,"large_artery_atherosclerosis"
"TRAF3IP1",-1.90070115422379,-0.799821135029197,-2.8522546102027,0.00687347974338825,0.452776489832786,-2.35752027573321,0.344116131733584,2.16282334288927,"Significant","Q8TDR0",-1.68737425975104,40,"large_artery_atherosclerosis"
"WDHD1",0.463917711428617,-0.0166748700547032,2.84861711974636,0.00693878298672844,0.452776489832786,-2.36796444676913,0.344116131733584,2.1587166950346,"Not significant","O75717",0.52215500530527,40,"large_artery_atherosclerosis"
"MELTF",-0.392720067766855,0.0545062585501,-2.83871824405731,0.00711943645408452,0.455566037008232,-2.38832737036208,0.341448660558066,2.14755438200467,"Not significant","P08582",-0.415769934900706,40,"large_artery_atherosclerosis"
"TNF",-0.330696876208447,0.156952599529177,-2.83673046192019,0.0071562377194411,0.455566037008232,-2.38992231735004,0.341448660558066,2.14531524125632,"Not significant","P01375",-0.164435362869576,40,"large_artery_atherosclerosis"
"TMED1",0.817174940785252,-0.541582197524258,2.82575131586371,0.0073627156537711,0.455566037008232,-2.41295200501341,0.341448660558066,2.13296197154322,"Not significant","Q13445",0.730260398364071,40,"large_artery_atherosclerosis"
"ARHGAP42",0.823345232052272,-0.401953032566234,2.82488984592828,0.00737914930914559,0.455566037008232,-2.4192632150418,0.341448660558066,2.13199370208465,"Not significant","A6NI28",1.07828445450569,40,"large_artery_atherosclerosis"
"NEURL1",-0.535948831448782,-0.0605081215675455,-2.82258414256765,0.00742330177397141,0.455566037008232,-2.42184078576775,0.341448660558066,2.12940288403756,"Not significant","O76050",-0.472484843273352,40,"large_artery_atherosclerosis"
"CA5B",-0.899554760557196,0.042521069617942,-2.81932033550444,0.00748622180460352,0.455566037008232,-2.43148481660984,0.341448660558066,2.12573730959024,"Not significant","Q9Y2D0",-0.913223621350798,40,"large_artery_atherosclerosis"
"PROK1",0.912093031901126,0.363040850579273,2.81085575605463,0.00765172347064768,0.460463714633642,-2.44899458806522,0.336804587302674,2.11624073354044,"Not significant","P58294",1.02188255019387,40,"large_artery_atherosclerosis"
"PRSS2",0.700141817051262,0.0502017568331212,2.79532214536601,0.00796432792570015,0.474008791709802,-2.47888656740538,0.324213603145231,2.09885086650123,"Not significant","P07478",0.776743864628916,40,"large_artery_atherosclerosis"
"MAPRE3",1.11820220652348,0.135791490180418,2.78993333639314,0.00807551980250637,0.475402339677984,-2.48848558257103,0.322938685235652,2.09282951356718,"Significant","Q9UPY8",1.24624253231974,40,"large_artery_atherosclerosis"
"DEFB112",0.552252000011364,-0.0740721622947604,2.78516981582635,0.00817500902179498,0.476084396366039,-2.4956463572302,0.322316052264571,2.08751175938772,"Not significant","Q30KQ8",0.494351685648568,40,"large_artery_atherosclerosis"
"KRT19",0.811056257551178,0.00179493082687259,2.76540004387874,0.00860020378351598,0.485412484954215,-2.5399313742173,0.313889057676535,2.06549125794155,"Not significant","P08727",0.791435025971044,40,"large_artery_atherosclerosis"
"USP33",0.808345438413619,0.356260618939996,2.76490229583823,0.00861116923953777,0.485412484954215,-2.53823074527298,0.313889057676535,2.06493787528234,"Not significant","Q8TEY7",1.42340115212535,40,"large_artery_atherosclerosis"
"CNTN2",-0.576486955423017,-0.0233397376257926,-2.76486380949163,0.00861201763899584,0.485412484954215,-2.54612943858569,0.313889057676535,2.06489508933268,"Not significant","Q02246",-0.603944296636225,40,"large_artery_atherosclerosis"
"CPB1",0.842178584169836,0.00449224025942385,2.75760998575751,0.00877331413869066,0.485412484954215,-2.55628434031815,0.313889057676535,2.05683631994528,"Not significant","P15086",0.776693223885094,40,"large_artery_atherosclerosis"
"STMN4",0.588404830256419,-0.120571616385132,2.75716439696067,0.00878331305862502,0.485412484954215,-2.5570403104876,0.313889057676535,2.05634163766113,"Not significant","Q9H169",0.41918441610043,40,"large_artery_atherosclerosis"
"B4GAT1",-0.296526264794341,0.0782218892127275,-2.75022446454851,0.00894041404463331,0.489103863290242,-2.57280876297669,0.310598906798411,2.04864236787795,"Not significant","O43505",-0.324804156691677,40,"large_artery_atherosclerosis"
"CBLN2",-0.360967589588477,-0.0911817620304646,-2.74078042087668,0.00915838767786113,0.495798274707775,-2.59137564580118,0.304694988835234,2.0381809765768,"Not significant","Q8IUK8",-0.279551290155558,40,"large_artery_atherosclerosis"
"PLTP",-0.479564061919091,-0.148725274554454,-2.73500806064252,0.00929403078768979,0.495798274707775,-2.60444872068927,0.304694988835234,2.03179589319762,"Not significant","P55058",-0.419464037601827,40,"large_artery_atherosclerosis"
"CCL28",-0.855048979994102,0.133683859478333,-2.72948948024866,0.00942544798562116,0.495798274707775,-2.61409386649001,0.304694988835234,2.02569799888773,"Not significant","Q9NRJ3",-0.753941965499253,40,"large_artery_atherosclerosis"
"INSL5",1.15074558431313,0.147598339151591,2.72934317353655,0.00942895537202748,0.495798274707775,-2.62006080884717,0.304694988835234,2.02553641980715,"Significant","Q9Y5Q6",1.07176665077716,40,"large_artery_atherosclerosis"
"EFHD1",0.406504412789552,-0.0200856324285269,2.71828917580881,0.00969747246005588,0.497727957215811,-2.63914427904672,0.303007964392499,2.01334144508318,"Not significant","Q9BUP0",0.205712176836023,40,"large_artery_atherosclerosis"
"IL7R",-0.611103641968457,0.0938269714242779,-2.71638991467685,0.00974431435823521,0.497727957215811,-2.64803036160626,0.303007964392499,2.01124871384865,"Not significant","P16871",-0.591254930127249,40,"large_artery_atherosclerosis"
"AHSG",-0.306278273661751,0.025919591577258,-2.71378132762754,0.00980899174788037,0.497727957215811,-2.64423492260862,0.303007964392499,2.00837563082959,"Not significant","P02765",-0.275930944107601,40,"large_artery_atherosclerosis"
"CBLN4",-0.542596497832372,-0.14734706170857,-2.70988984444712,0.00990621563510524,0.497727957215811,-2.65297067653248,0.303007964392499,2.0040922226773,"Not significant","Q9NTU7",-0.552048225060899,40,"large_artery_atherosclerosis"
"CPA1",0.75261530592603,-0.0329980634152889,2.70913603776627,0.00992515128864616,0.497727957215811,-2.65535056320543,0.303007964392499,2.00326286458264,"Not significant","P15085",0.783398120661141,40,"large_artery_atherosclerosis"
"RYR1",-0.657097621335427,-0.0480547054612543,-2.69592265429937,0.0102625540370435,0.50992653820759,-2.67845524490666,0.292492385370825,1.98874454310729,"Not significant","P21817",-1.19178880391085,40,"large_artery_atherosclerosis"
"NTF4",-0.417497998697074,0.0632925736834295,-2.67822106298233,0.0107311803872677,0.523731030146553,-2.7247118111877,0.280891694148559,1.96935250473657,"Not significant","P34130",-0.298588082770931,40,"large_artery_atherosclerosis"
"ROBO2",-0.302153351429258,-0.0601077946601436,-2.67572981164872,0.0107986961848709,0.523731030146553,-2.72470686266672,0.280891694148559,1.96662867728138,"Not significant","Q9HCK4",-0.271506036731026,40,"large_artery_atherosclerosis"
"CSF1R",-0.360635726881391,0.0790396547410637,-2.67456202841153,0.010830479205394,0.523731030146553,-2.71810882150355,0.280891694148559,1.96535232715546,"Not significant","P07333",-0.154695420890906,40,"large_artery_atherosclerosis"
"SULT1C2",0.408657008194733,-0.154770188988186,2.6685212856766,0.010996269646418,0.527042446061947,-2.7332613582411,0.278154406897216,1.95875461909088,"Not significant","O00338",0.25525464898495,40,"large_artery_atherosclerosis"
"NVL",0.899518921580329,-0.115348308300599,2.66092993460715,0.0112079358199053,0.528016627040791,-2.75538494562813,0.277352401484424,1.95047436461921,"Not significant","O15381",1.04055057060219,40,"large_artery_atherosclerosis"
"GAS2",0.61506541369948,0.46027797376737,2.65909867160174,0.0112595553422599,0.528016627040791,-2.75953360191516,0.277352401484424,1.94847876012552,"Not significant","O43903",0.514292860140901,40,"large_artery_atherosclerosis"
"UBR2",-1.08026023465709,0.0684945720247924,-2.65734930172816,0.0113090710370627,0.528016627040791,-2.76338850881986,0.277352401484424,1.94657306793459,"Significant","Q8IWV8",-0.723690329592523,40,"large_artery_atherosclerosis"
"FAM228A",0.61921068685524,0.308621712680906,2.64192186774113,0.0117545102984569,0.539433946821783,-2.78496471192347,0.268061726675342,1.92979545918966,"Not significant","Q86W67",0.447979053768525,40,"large_artery_atherosclerosis"
"PGLYRP1",0.574074442393855,-0.00683130121324211,2.63963303074268,0.0118219558730431,0.539433946821783,-2.79797213632926,0.268061726675342,1.92731066604361,"Not significant","O75594",0.469940975083616,40,"large_artery_atherosclerosis"
"TLX1",1.34444947002083,-0.283241454605013,2.63712854528316,0.0118961640528662,0.539433946821783,-2.80163346591225,0.268061726675342,1.92459305534998,"Significant","P31314",1.80222478932862,40,"large_artery_atherosclerosis"
"MEFV",1.04577106024258,-0.0726190733723342,2.63187510053548,0.0120532189957399,0.539433946821783,-2.81928773403204,0.268061726675342,1.91889695264156,"Significant","O15553",0.909453576646722,40,"large_artery_atherosclerosis"
"ARAF",-0.458762834912948,0.0804181062965654,-2.62942972565907,0.012126973743166,0.539433946821783,-2.82500840062631,0.268061726675342,1.91624756274585,"Not significant","P10398",-0.443327208299213,40,"large_artery_atherosclerosis"
"DOCK9",-0.538448216436718,0.332298648031428,-2.62459833929812,0.0122739146127145,0.539433946821783,-2.82785567954717,0.268061726675342,1.91101690234555,"Not significant","Q9BZ29",-0.565155399577885,40,"large_artery_atherosclerosis"
"RPL14",0.577445216692081,-0.049916840181686,2.62113779561925,0.0123801674306493,0.539433946821783,-2.8389480098822,0.268061726675342,1.90727348183324,"Not significant","P50914",0.523769833693474,40,"large_artery_atherosclerosis"
