"Assay","logFC","AveExpr","t","P.Value","adj.P.Val","B","neg_log10_padj","neg_log10_p","sig","UniProt","delta_NPX","n_samples","analysis_group"
"ERI1",1.51525250846757,0.0784356036223471,6.11023625507224,0.000188882758868803,0.0309996673343466,1.20828425751624,1.50864296667001,3.72380768246921,"Significant","Q8IV48",1.12353863179063,10,"stroke_of_other_etiology"
"ARSB",1.90062461515795,-0.747088468074799,5.95024682942072,0.000229118792200081,0.0359587940120602,1.0147071563781,1.44419488208592,3.63993928874996,"Significant","P15848",1.51034917434057,10,"stroke_of_other_etiology"
"EGFL6",3.0302335873565,-0.739185827970505,5.90965744137855,0.000240751588260983,0.0359587940120602,0.963255758128712,1.44419488208592,3.61843083911223,"Significant","Q8IUX8",2.69057537615299,10,"stroke_of_other_etiology"
"STAR",1.05211953370529,-0.659609189629555,5.90826881763545,0.000241160772056824,0.0359587940120602,0.972107471279245,1.44419488208592,3.61769333444559,"Significant","P49675",1.07625373701255,10,"stroke_of_other_etiology"
"IGFBP1",2.01684452092891,0.117617035657167,5.89317878803761,0.000245656458354178,0.0359587940120602,0.946733030865546,1.44419488208592,3.60967181369602,"Significant","P08833",2.2319141117235,10,"stroke_of_other_etiology"
"EVA1C",1.06888010818618,-0.146044608950615,5.86268957588659,0.00025502074855471,0.0363471677413766,0.918958100000167,1.43952942475581,3.59342448381608,"Significant","P58658",0.834412395954132,10,"stroke_of_other_etiology"
"SERPINI1",1.00225823269932,-0.0376382388174534,5.83590013117941,0.000263569729174136,0.0366024013642852,0.88563601374372,1.43649042102508,3.57910446967567,"Significant","Q99574",0.995463578651349,10,"stroke_of_other_etiology"
"C4orf47",-2.16081191517611,0.409979629516602,-5.73873885090737,0.000297290841908888,0.039953907296827,0.770105356368969,1.39844074239571,3.52681846909878,"Significant","A7E2U8",-1.85613645116488,10,"stroke_of_other_etiology"
"UMAD1",1.84602181711699,0.595806073397398,5.71086204036704,0.000307811482890975,0.039953907296827,0.737170158933578,1.39844074239571,3.51171518286982,"Significant","C9J7I0",1.23689943614105,10,"stroke_of_other_etiology"
"RNF213",1.28626490796313,0.309213969111443,5.69714624413531,0.000313135712184765,0.039953907296827,0.720083907298672,1.39844074239571,3.50426739958099,"Significant","Q63HN8",1.44172002375126,10,"stroke_of_other_etiology"
"MME",1.31305480610983,-0.066643100976944,5.66700233124882,0.000325192033173639,0.039953907296827,0.685740121051821,1.39844074239571,3.48786010265702,"Significant","P08473",1.08518211295207,10,"stroke_of_other_etiology"
"IL12A_IL12B",1.48146184128258,0.146297680586576,5.63442878967209,0.000338789508659067,0.039953907296827,0.643274402031414,1.39844074239571,3.47007004698957,"Significant","P29459_P29460",1.27981699630618,10,"stroke_of_other_etiology"
"STX7",1.27293439636996,-0.041039876639843,5.6337419138846,0.000339082804645255,0.039953907296827,0.639796745981647,1.39844074239571,3.46969423333318,"Significant","O15400",1.03889587645729,10,"stroke_of_other_etiology"
"CD63",1.37418322464797,-0.291042126715183,5.61752167963001,0.000346089602824506,0.039953907296827,0.61775180419953,1.39844074239571,3.46081144752405,"Significant","P08962",1.01088466122746,10,"stroke_of_other_etiology"
"MAPK4",-2.7392324567026,-0.493943272531033,-5.60826527259837,0.000350158516680242,0.039953907296827,0.615892933728172,1.39844074239571,3.45573530612235,"Significant","P31152",-2.64564752827088,10,"stroke_of_other_etiology"
"EFCC1",1.31164178256154,-0.358696940541267,5.5707537469534,0.000367187516813636,0.039953907296827,0.547574305418032,1.39844074239571,3.43511209182566,"Significant","Q9HA90",1.26556842774153,10,"stroke_of_other_etiology"
"NFE2",1.6793792328307,0.328353894641623,5.55490606626295,0.000374650151060223,0.039953907296827,0.537912728632001,1.39844074239571,3.42637408795682,"Significant","Q16621",0.679932690885228,10,"stroke_of_other_etiology"
"GLB1",2.01898677302758,-0.198127493262291,5.54287174163863,0.000380427021496282,0.039953907296827,0.531660645450668,1.39844074239571,3.41972864297031,"Significant","P16278",1.90824491282304,10,"stroke_of_other_etiology"
"CDY1",-2.03555280563899,-0.0538366183638573,-5.54063721032665,0.000381510272303389,0.039953907296827,0.507873580945366,1.39844074239571,3.41849376401417,"Significant","Q9Y6F8",-1.80793644115329,10,"stroke_of_other_etiology"
"CXCL8",1.50904759426859,-0.716634257137775,5.5363362331923,0.000383604722938517,0.039953907296827,0.505270075137915,1.39844074239571,3.416116054438,"Significant","P10145",1.27075678731004,10,"stroke_of_other_etiology"
"INSL5",1.21539107264099,0.130606319755316,5.49242112769679,0.000405718711869577,0.0414170009918212,0.46616870770049,1.3828213516004,3.39177496204104,"Significant","Q9Y5Q6",0.803118105977774,10,"stroke_of_other_etiology"
"TANC1",-3.29393112044475,-2.11987842172384,-5.47862873438063,0.000412946464837213,0.0414170009918212,0.43940508669573,1.3828213516004,3.38410624745452,"Significant","Q9C0D5",-2.56895912935336,10,"stroke_of_other_etiology"
"SEMA4D",1.23799637016312,-0.12004037797451,5.43442808704685,0.000437066057253151,0.0429589100210042,0.376536172083606,1.36694674634641,3.35945291970583,"Significant","Q92854",1.09513306121031,10,"stroke_of_other_etiology"
"APTX",0.949996121597187,-0.361587213724852,5.42188856536813,0.000444183707750412,0.0429589100210042,0.376453281475336,1.36694674634641,3.3524373750173,"Not significant","Q7Z2E3",0.721700865775347,10,"stroke_of_other_etiology"
"CNTN5",0.893282952438795,0.298239453579299,5.37511932825501,0.00047185978287977,0.043236081104022,0.300910695796286,1.36415367716156,3.32618703646866,"Not significant","O94779",0.873773993807845,10,"stroke_of_other_etiology"
"TNFAIP6",1.82027905342597,-0.00648315697908401,5.36403313373521,0.000478690546003337,0.043236081104022,0.290749931847341,1.36415367716156,3.31994514962089,"Significant","P98066",1.68733634799719,10,"stroke_of_other_etiology"
"PSKH1",1.08545671209002,-0.0236339889466763,5.36369258510611,0.000478902064016032,0.043236081104022,0.320496057089636,1.36415367716156,3.31975329119117,"Significant","P11801",0.723368802418311,10,"stroke_of_other_etiology"
"IGFL4",2.37908111202852,0.893258032202721,5.36356441787957,0.000478981696130229,0.043236081104022,0.29742716568509,1.36415367716156,3.31968108245501,"Significant","Q6B9Z1",2.35568080594142,10,"stroke_of_other_etiology"
"FOLR2",1.00683150719685,0.147147430479527,5.29532028045906,0.00052349164821352,0.0454021183291364,0.228973762244403,1.34292388376861,3.28109024266463,"Significant","P14207",0.714587348202864,10,"stroke_of_other_etiology"
"CD40LG",2.91247864195837,-0.936423277854919,5.27642069420138,0.000536596146250591,0.0454021183291364,0.181705348323344,1.34292388376861,3.27035245068777,"Significant","P29965",1.98189117386937,10,"stroke_of_other_etiology"
"CLEC1A",0.88146809510957,0.0660611659288406,5.27417293645608,0.00053817816150251,0.0454021183291364,0.152915401957115,1.34292388376861,3.26907392926156,"Not significant","Q8NC01",0.886497651537259,10,"stroke_of_other_etiology"
"CD302",0.892925444667275,-0.0401295654475689,5.26639640578151,0.000543690500233911,0.0454021183291364,0.164859206268391,1.34292388376861,3.26464825524923,"Not significant","Q8IX05",0.797030011191964,10,"stroke_of_other_etiology"
"CTSC",1.79001925357594,0.0197782181203365,5.26471204116226,0.000544892483639931,0.0454021183291364,0.144792290678915,1.34292388376861,3.26368918280284,"Significant","P53634",1.75109538249671,10,"stroke_of_other_etiology"
"FUBP3",-2.58570152002321,0.847787063010037,-5.23461328979362,0.000566863359380955,0.0465171508243523,0.101858127586358,1.33238689366749,3.24652161380271,"Significant","Q96I24",-2.509236706576,10,"stroke_of_other_etiology"
"SIGLEC1",1.38945411168622,-0.16506969332695,5.21643098013969,0.000580598830359566,0.0465412487720352,0.0935005837924479,1.33216196811572,3.23612384340772,"Significant","Q9BZZ2",1.1764264566203,10,"stroke_of_other_etiology"
"TMPRSS4",4.41945686302238,-1.69324245303869,5.20247795460239,0.000591383488168784,0.0465412487720352,0.0670579110955032,1.33216196811572,3.22813080543941,"Significant","Q9NRS4",4.10124435399969,10,"stroke_of_other_etiology"
"IGFBP3",1.0622953400682,-0.156804302334785,5.20049089424183,0.000592936884281837,0.0465412487720352,0.0891834573389438,1.33216196811572,3.22699153305556,"Significant","P17936",1.13930779136717,10,"stroke_of_other_etiology"
"HDAC5",-1.7435275032897,0.014098559319973,-5.18921670599302,0.000601834519293944,0.0465647965213714,0.0926688033686762,1.3319422904829,3.22052290614573,"Significant","Q9UQL6",-1.16711861888568,10,"stroke_of_other_etiology"
"RUVBL1",3.5616752467196,0.526053902506828,5.16589512063925,0.000620701703452117,0.0467236464780637,0.0231545040917043,1.33046327070081,3.20711706273634,"Significant","Q9Y265",3.27519630889098,10,"stroke_of_other_etiology"
"GHRL",1.07759217753307,0.408645085990429,5.14305631966162,0.000639799536405588,0.0467236464780637,-0.0162518281436483,1.33046327070081,3.19395607893864,"Significant","Q9UBU3",1.1497320048511,10,"stroke_of_other_etiology"
"ROBO3",-0.891289631406901,-0.0345323905348778,-5.13268650419094,0.000648679638627902,0.0467236464780637,0.000579379157455762,1.33046327070081,3.18796973390318,"Not significant","Q96MS0",-0.838808702925841,10,"stroke_of_other_etiology"
"GKAP1",1.38694422803221,0.283147179149091,5.11870858935958,0.000660860940161067,0.0467236464780637,-0.0257505464658836,1.33046327070081,3.17988991611839,"Significant","Q5VSY0",0.728679012817641,10,"stroke_of_other_etiology"
"DCTPP1",0.852944398651356,-0.136622528731823,5.11374280478691,0.000665247786007326,0.0467236464780637,-0.0150947567265947,1.33046327070081,3.17701656213757,"Not significant","Q9H773",0.50509874895215,10,"stroke_of_other_etiology"
"NPM1",1.55277819610111,-0.695262104272842,5.10320405691696,0.000674662481265541,0.0467236464780637,-0.067951271314084,1.33046327070081,3.17091344077461,"Significant","P06748",1.74025033911069,10,"stroke_of_other_etiology"
"LGMN",1.24660325466405,-0.227798360586166,5.09395590600188,0.000683042887714987,0.0467236464780637,-0.0462560836134251,1.33046327070081,3.1655520264602,"Significant","Q99538",1.14048989365498,10,"stroke_of_other_etiology"
"RAB6B",1.12143971323668,-0.103116666525602,5.08024442008583,0.000695675505186593,0.0467236464780637,-0.0631058235819433,1.33046327070081,3.15759328793109,"Significant","Q9NRW1",1.12735893515249,10,"stroke_of_other_etiology"
"CALCOCO1",2.23022432849938,0.382536312937736,5.07693766203502,0.000698759701454256,0.0467236464780637,-0.0846080585975972,1.33046327070081,3.15567214939704,"Significant","Q9P1Z2",1.53530933211247,10,"stroke_of_other_etiology"
"FCAR",1.24000889897728,-0.207663917541504,5.0574773043136,0.000717212114118915,0.0467236464780637,-0.127870509442149,1.33046327070081,3.14435238356807,"Significant","P24071",1.12135097011924,10,"stroke_of_other_etiology"
"VCAN",1.10155938688223,0.174472523480654,5.05663300192789,0.000718024507701172,0.0467236464780637,-0.137820988225092,1.33046327070081,3.14386073211183,"Significant","P13611",1.07856380815307,10,"stroke_of_other_etiology"
"C22orf31",-1.28236874458829,0.200099696218967,-5.05383507649606,0.00072072380199575,0.0467236464780637,-0.12693636936805,1.33046327070081,3.1422311350729,"Significant","O95567",-1.29097721353173,10,"stroke_of_other_etiology"
"CTSL3P",2.11042101888523,0.120565116405487,5.05246510567295,0.000722049473961477,0.0467236464780637,-0.11152602748234,1.33046327070081,3.14143304407531,"Significant","Q5NE16",1.99453197419643,10,"stroke_of_other_etiology"
"DRAXIN",1.05546296297108,0.122958525270224,5.04484113509909,0.000729475183008999,0.0467236464780637,-0.107176883473314,1.33046327070081,3.13698947836351,"Significant","Q8NBI3",0.719627121463418,10,"stroke_of_other_etiology"
"ESAM",0.825765801375151,-0.218212261423469,5.03955476073516,0.000734672478528836,0.0467236464780637,-0.154661449788413,1.33046327070081,3.1339062289006,"Not significant","Q96AP7",0.767440664892395,10,"stroke_of_other_etiology"
"EBI3_IL27",1.14333575301511,-0.0604099914431572,5.03225099773577,0.000741919054119918,0.0467236464780637,-0.134557589082767,1.33046327070081,3.12964347513433,"Significant","Q14213_Q8NEV9",1.17335140456756,10,"stroke_of_other_etiology"
"PSMD1",1.42296451942694,0.342313230782747,4.99207412385538,0.000783186050377403,0.0487555821706209,-0.196578433111124,1.31197565346064,3.10613505651911,"Significant","Q99460",1.52246975526214,10,"stroke_of_other_etiology"
"SPARCL1",0.936791516793999,0.0152295917272568,4.96300963762459,0.000814581017765698,0.0495567871590493,-0.24657549439466,1.30489685734693,3.08906571452459,"Not significant","Q14515",0.826297108083963,10,"stroke_of_other_etiology"
"RALYL",-1.34796614619006,-0.254093312472105,-4.95511113115955,0.000823345608740022,0.0495567871590493,-0.274101915598794,1.30489685734693,3.08441782643775,"Significant","Q86SE5",-1.4492949830989,10,"stroke_of_other_etiology"
"NEFL",1.40870803247498,0.303068058937788,4.95496704710479,0.000823506433588339,0.0495567871590493,-0.242664612475134,1.30489685734693,3.08433300358469,"Significant","P07196",1.24774405981104,10,"stroke_of_other_etiology"
"CTSO",0.895282435539429,0.181820333376527,4.93366859753214,0.000847656349932969,0.0504495251784281,-0.222804225791908,1.29714291690693,3.07178018026293,"Not significant","P43234",0.661644028499722,10,"stroke_of_other_etiology"
"FGFR4",0.913034769414742,-0.212430350109935,4.91783594407008,0.00086610331251511,0.0509871254411069,-0.285914213388202,1.29253947205402,3.06243030038555,"Not significant","P22455",0.932151570605735,10,"stroke_of_other_etiology"
"TNFRSF4",0.926733100104746,0.000883008912205696,4.90678835022716,0.000879231277688361,0.0512034043006469,-0.271439596942227,1.29070116363675,3.0558968707599,"Not significant","P43489",0.903493234887719,10,"stroke_of_other_etiology"
"HLA-DRA",0.870461857387873,0.0886332146823406,4.84755769153735,0.000953372400982967,0.0547653755191846,-0.406707940820331,1.26149393008259,3.0207374245448,"Not significant","P01903",0.843824387838443,10,"stroke_of_other_etiology"
"IFNGR2",1.46298304113354,0.178057408332825,4.83812548353451,0.000965788362223344,0.0547653755191846,-0.422774481518727,1.26149393008259,3.01511803216474,"Significant","P38484",1.35350656012694,10,"stroke_of_other_etiology"
"C3orf70",-1.23372233531307,-0.255800430849195,-4.83440735340733,0.000970730437563094,0.0547653755191846,-0.37762271113218,1.26149393008259,3.01290135272011,"Significant","A6NLC5",-1.50122159905732,10,"stroke_of_other_etiology"
"MRC1",0.861339314955743,0.0310204377921764,4.82103296928584,0.000988733885503039,0.0552060074627264,-0.410118030588839,1.25801366020645,3.00492058161729,"Not significant","P22897",0.54168845921716,10,"stroke_of_other_etiology"
"REG1A",1.13687617637964,0.416531633585691,4.79781536290926,0.0010208470211115,0.0564174231259169,-0.441505957858928,1.24858675419186,2.99103933417646,"Significant","P05451",0.72795066361626,10,"stroke_of_other_etiology"
"SKIL",-1.0477134501366,0.163298831880093,-4.76509909478594,0.00106801843254227,0.0577326592957634,-0.51919607685319,1.2385784374628,2.97142125191204,"Significant","P12757",-1.0213258638978,10,"stroke_of_other_etiology"
"GBP3",2.44408592030284,-0.476873771753162,4.75642566742491,0.00108091378772174,0.0577326592957634,-0.526775747935298,1.2385784374628,2.96620894342858,"Significant","Q9H0R5",2.26114311216709,10,"stroke_of_other_etiology"
"BTN1A1",1.68858025998306,0.324954970180988,4.75605590832609,0.00108146724327882,0.0577326592957634,-0.540416749336442,1.2385784374628,2.96598663043543,"Significant","Q13410",1.61630379905303,10,"stroke_of_other_etiology"
"RNF31",-1.71180493410013,-0.109270453033969,-4.74785125064545,0.00109382675342301,0.0577326592957634,-0.525099170676278,1.2385784374628,2.96105145861553,"Significant","Q96EP0",-2.55175854905974,10,"stroke_of_other_etiology"
"COMMD2",0.934272673490067,0.317725097388029,4.74514030960469,0.00109794385292903,0.0577326592957634,-0.488259509058341,1.2385784374628,2.95941986843472,"Not significant","Q86X83",0.673878125225504,10,"stroke_of_other_etiology"
"FAM193A",1.24301974198388,-0.361715768277645,4.71058795463106,0.00115190412372829,0.0599876224433886,-0.549907694617813,1.22193835060095,2.93858366697925,"Significant","P78312",0.922487342109283,10,"stroke_of_other_etiology"
"ADGRD1",1.19404569398264,-0.0225356101989746,4.69364219318521,0.00117940455391223,0.060321944343419,-0.613366821701632,1.21952466839809,2.92833719965883,"Significant","Q6QNK2",1.3896874388059,10,"stroke_of_other_etiology"
"CASP8",1.23698265988323,-0.0373128682374954,4.69291561540183,0.00118059935384092,0.060321944343419,-0.628113529562891,1.21952466839809,2.9278974588104,"Significant","Q14790",1.12233076741298,10,"stroke_of_other_etiology"
"CCL14",1.10630274045499,-0.190146405994892,4.66709426404128,0.0012239167957416,0.0619507791190329,-0.676910753053787,1.20795322738366,2.91224810537553,"Significant","Q16627",1.10540715480844,10,"stroke_of_other_etiology"
"TPGS2",-1.58910875416772,0.391328621655703,-4.64814184161872,0.00125679694990063,0.0630260396357573,-0.645348603799047,1.20047998175864,2.90073488194878,"Significant","Q68CL5",-1.54535695289572,10,"stroke_of_other_etiology"
"CRIP2",1.08173230487629,-0.185946173965931,4.60633781332989,0.00133272541382933,0.0659323067099916,-0.754711102906016,1.18090172974854,2.87525932061072,"Significant","P52943",1.02693725998203,10,"stroke_of_other_etiology"
"DEF8",0.953884834929217,-0.33506346642971,4.60294636137923,0.00133909780984104,0.0659323067099916,-0.702748642722615,1.18090172974854,2.87318770026741,"Not significant","Q6ZN54",0.50811180472374,10,"stroke_of_other_etiology"
"NCR3LG1",0.898694103748284,0.0720162160345353,4.59337171919186,0.00135726536163721,0.0662247675551995,-0.76916060099634,1.17897955737458,2.86733523426501,"Not significant","Q68D85",0.936780517988761,10,"stroke_of_other_etiology"
"PFDN2",1.1244619017318,0.102453812188469,4.57561919095884,0.00139165408257084,0.0666870958998752,-0.778043839444464,1.17595819489385,2.85646870201004,"Significant","Q9UHV9",0.910479846662686,10,"stroke_of_other_etiology"
"UBE2B",1.67365214194029,0.277605652809143,4.5753272812448,0.0013922273020281,0.0666870958998752,-0.750219108117304,1.17595819489385,2.85628985383634,"Significant","P63146",1.05356281002363,10,"stroke_of_other_etiology"
"KIN",1.42657313289615,-1.23866460637655,4.56952210493076,0.00140367964043312,0.0666870958998752,-0.771833909891757,1.17595819489385,2.85273199923447,"Significant","O60870",1.56606498071536,10,"stroke_of_other_etiology"
"CD300E",1.04428395269955,0.0281645007431507,4.56073650639263,0.00142120440158761,0.0667714038292764,-0.827339471019739,1.17540949288589,2.84734345613469,"Significant","Q496F6",0.982755307108164,10,"stroke_of_other_etiology"
"ITIH3",0.831060766960735,0.0853953556157649,4.55631570146369,0.00143011130801257,0.0667714038292764,-0.737074355188908,1.17540949288589,2.84463015933606,"Not significant","Q06033",0.675784764811397,10,"stroke_of_other_etiology"
"SMOC1",0.871309716563041,0.0320392266148701,4.53467110380279,0.00147459313074621,0.0682597982574486,-0.825913900358758,1.16583499961739,2.83132779354832,"Not significant","Q9H4F8",0.711087054223754,10,"stroke_of_other_etiology"
"NID1",0.974043761578329,0.0325960516929626,4.52244940050253,0.00150036365748036,0.0688641488890986,-0.81957673425702,1.16200681570973,2.82380346408069,"Not significant","P14543",0.67605530222257,10,"stroke_of_other_etiology"
"AMDHD1",1.05871994329623,-0.443144387379289,4.5118279227926,0.00152315239537722,0.0693226333896051,-0.846277999540653,1.15912494790775,2.81725664219231,"Significant","Q96NU7",0.733434293729564,10,"stroke_of_other_etiology"
"OSCAR",0.907572427922776,0.0615322604775429,4.49055529828556,0.00156991719893242,0.0699490273831176,-0.91939539185215,1.1552183198438,2.80412325268315,"Not significant","Q8IYS5",0.896117175618808,10,"stroke_of_other_etiology"
"LMNB1",2.74479104099338,-1.77313210964203,4.48933134597915,0.00157265430155547,0.0699490273831176,-0.903404118206519,1.1552183198438,2.80336673282927,"Significant","P20700",2.70410492022832,10,"stroke_of_other_etiology"
"MAN1A2",0.816623457470142,-0.0691623002290726,4.48798935490632,0.00157566125198308,0.0699490273831176,-0.831906439513345,1.1552183198438,2.80253714484614,"Not significant","O60476",0.755538223932187,10,"stroke_of_other_etiology"
"RNF149",0.869067443693383,-0.0275254850275815,4.47847263895241,0.00159716261579938,0.0703270953428409,-0.920270274328399,1.15287731949298,2.79665086373067,"Not significant","Q8NC42",0.832702865979324,10,"stroke_of_other_etiology"
"MMP1",2.25891544961783,-0.525882875919342,4.46999195865446,0.00161658830242591,0.0704270757564032,-0.899724103006196,1.15226034382722,2.79140056806515,"Significant","P03956",1.97592398524284,10,"stroke_of_other_etiology"
"CCL2",0.954672868141494,-0.424001111090183,4.46095168963313,0.00163757487763067,0.0704270757564032,-0.889600621759042,1.15226034382722,2.78579883289444,"Not significant","P13500",0.636394064873457,10,"stroke_of_other_etiology"
"ABO",1.96219022381616,0.204807456769049,4.45842728842588,0.00164348716063699,0.0704270757564032,-0.961337859203835,1.15226034382722,2.78423368439421,"Significant","P16442",2.18323626214017,10,"stroke_of_other_etiology"
