"Assay","logFC","AveExpr","t","P.Value","adj.P.Val","B","neg_log10_padj","neg_log10_p","sig","UniProt","delta_NPX","n_samples","analysis_group"
"HOMER1",-0.484040214605629,-0.018479748399678,-3.22426530362086,0.00195433196061027,0.613091487680633,-1.86077377466904,0.212474713686814,2.70900166558327,"Not significant","Q86YM7",-0.540316754915995,67,"stroke_of_undetermined_etiology"
"SKIL",-0.281279575386321,0.0329133419310431,-3.18064415475278,0.00222808256889118,0.613091487680633,-1.96854257080214,0.212474713686814,2.6520687189968,"Not significant","P12757",-0.263732184436427,67,"stroke_of_undetermined_etiology"
"NTF4",-0.375983427212192,0.0125784880078551,-3.17970480105988,0.0022343550006771,0.613091487680633,-1.9554661113818,0.212474713686814,2.65084782379578,"Not significant","P34130",-0.473551783109973,67,"stroke_of_undetermined_etiology"
"WASL",-1.51449162820745,-0.573773447396373,-3.17692695667711,0.00225300068263024,0.613091487680633,-1.97172189884741,0.212474713686814,2.64723867669051,"Significant","O00401",-1.66001419513109,67,"stroke_of_undetermined_etiology"
"OMG",-0.684640768829958,-0.041412725368751,-3.16449767803616,0.00233822858250722,0.613091487680633,-1.94962274820147,0.212474713686814,2.63111303497528,"Not significant","P23515",-0.685581590321444,67,"stroke_of_undetermined_etiology"
"SERTAD2",-0.936400306460904,-0.446957695534203,-3.14016755820812,0.00251386698152571,0.613091487680633,-2.08536143040208,0.212474713686814,2.59965770625139,"Not significant","Q14140",-1.03546337975642,67,"stroke_of_undetermined_etiology"
"ZSWIM3",-0.288890019499945,0.00921904159546482,-3.13187775339208,0.0025764772715072,0.613091487680633,-2.03272044254602,0.212474713686814,2.58897368433139,"Not significant","Q96MP5",-0.340164469224338,67,"stroke_of_undetermined_etiology"
"DSPP",0.714678872575764,-0.126136353100414,3.12809497825174,0.00260552915434185,0.613091487680633,-2.06052431881469,0.212474713686814,2.5841040629697,"Not significant","Q9NZW4",0.983273368758393,67,"stroke_of_undetermined_etiology"
"SOWAHB",-0.479590727393659,-0.120713103215085,-3.10162347554777,0.0028175604716375,0.613091487680633,-2.09895191647538,0.212474713686814,2.55012675417568,"Not significant","A6NEL2",-0.317589163961443,67,"stroke_of_undetermined_etiology"
"CCN2",-0.360792925779766,-0.0317631906676871,-3.09894186624334,0.00283991560024172,0.613091487680633,-2.10340605103411,0.212474713686814,2.54669456660576,"Not significant","P29279",-0.320297843336992,67,"stroke_of_undetermined_etiology"
"KIAA0232",-0.282207563865989,0.211265742931682,-3.09390055526803,0.00288239116815003,0.613091487680633,-2.14445732909841,0.212474713686814,2.54024708159239,"Not significant","Q92628",-0.0304503478420277,67,"stroke_of_undetermined_etiology"
"MAP10",-0.911924592540824,-0.563263018740647,-3.08954813313695,0.00291953866852198,0.613091487680633,-2.13923303973336,0.212474713686814,2.53468576825839,"Not significant","Q9P2G4",-1.15664413203192,67,"stroke_of_undetermined_etiology"
"CEP162",-0.278980301418649,-0.0292993250316871,-3.0868025324624,0.00294320138103701,0.613091487680633,-2.11933443382987,0.212474713686814,2.53118002139308,"Not significant","Q5TB80",-0.320188907246936,67,"stroke_of_undetermined_etiology"
"NECAB1",-0.396604192725109,0.0610922227751328,-3.04011222155057,0.00337400486655495,0.676800383602281,-2.22802590772839,0.169539403816098,2.4718542953342,"Not significant","Q8N987",-0.394969211340864,67,"stroke_of_undetermined_etiology"
"FZD10",-0.68723367846167,0.00111987550200811,-3.01542451427646,0.00362485579806567,0.699020880721039,-2.24830513461984,0.155509851083386,2.44070926560334,"Not significant","Q9ULW2",-0.917087739685903,67,"stroke_of_undetermined_etiology"
"PTPRN2",-0.316702237064613,-0.0272226654715947,-2.98072003469716,0.00400690087292923,0.699020880721039,-2.31060047103866,0.155509851083386,2.39719140148353,"Not significant","Q92932",-0.300094145700872,67,"stroke_of_undetermined_etiology"
"LTBP3",-0.356696565202945,-0.0917449214064808,-2.96643329676397,0.00417477790206077,0.699020880721039,-2.3364645142541,0.155509851083386,2.37936662400676,"Not significant","Q9NS15",-0.306011102041481,67,"stroke_of_undetermined_etiology"
"SPZ1",-0.225158223782912,0.0160580958394375,-2.9602537669813,0.00424939276664685,0.699020880721039,-2.37183387370999,0.155509851083386,2.37167312569936,"Not significant","Q9BXG8",-0.188235071249388,67,"stroke_of_undetermined_etiology"
"DPF3",-0.414898048934337,0.0964682657243823,-2.95620828964216,0.00429890770671463,0.699020880721039,-2.37379772050887,0.155509851083386,2.36664187865476,"Not significant","Q92784",-0.30500075110142,67,"stroke_of_undetermined_etiology"
"LYPD1",-0.23868078546722,0.0309287303391455,-2.94543015109276,0.0044334503360021,0.699020880721039,-2.37798630471781,0.155509851083386,2.35325815218651,"Not significant","Q8N2G4",-0.178413791444388,67,"stroke_of_undetermined_etiology"
"AMY1_AMY2",-0.405099596796279,0.0418619758713601,-2.9362909424686,0.00455058006674113,0.699020880721039,-2.3689961635933,0.155509851083386,2.34193323988621,"Not significant","P04746_P0DTE7_P0DTE8_P0DUB6_P19961",-0.354042778692737,67,"stroke_of_undetermined_etiology"
"ZCCHC14",-0.732317419342189,0.285482149835287,-2.9327608184089,0.00459658514515677,0.699020880721039,-2.40245959500598,0.155509851083386,2.33756469078947,"Not significant","Q8WYQ9",-0.987088784479813,67,"stroke_of_undetermined_etiology"
"ATXN7L1",-0.365040575579129,0.00159569484974021,-2.92897716312488,0.00464637217613689,0.699020880721039,-2.3922154719339,0.155509851083386,2.33288600599319,"Not significant","Q9ULK2",-0.394885610397234,67,"stroke_of_undetermined_etiology"
"HDX",-0.432388812647582,-0.0790908506640525,-2.88541020408906,0.00525674079354618,0.710738560039063,-2.46135113751466,0.148290121932128,2.27928343723076,"Not significant","Q7Z353",-0.391293489314649,67,"stroke_of_undetermined_etiology"
"SLITRK5",-0.32156440346156,0.0301421178546526,-2.87924050864899,0.00534893205774761,0.710738560039063,-2.47766328708468,0.148290121932128,2.27173291848799,"Not significant","O94991",-0.234555817126959,67,"stroke_of_undetermined_etiology"
"IL7",-0.35481236028513,0.00882420481057532,-2.87161779381782,0.00546489632785591,0.710738560039063,-2.51214922942201,0.148290121932128,2.26241807244569,"Not significant","P13232",-0.294506148133544,67,"stroke_of_undetermined_etiology"
"COL9A2",0.446760433043322,-0.204472020212839,2.86554996599646,0.00555885996954456,0.710738560039063,-2.51434743000133,0.148290121932128,2.25501426591828,"Not significant","Q14055",0.298180154976141,67,"stroke_of_undetermined_etiology"
"NEXN-AS1",0.576945638187769,-0.130521137878966,2.86319644978022,0.005595704968175,0.710738560039063,-2.52089439134122,0.148290121932128,2.25214519161969,"Not significant","Q8NBZ9",0.818889336215819,67,"stroke_of_undetermined_etiology"
"ZCCHC8",-0.447194553266275,-0.17931036300846,-2.84929705895481,0.00581793691449096,0.710738560039063,-2.53295870998645,0.148290121932128,2.23523099223936,"Not significant","Q6NZY4",-0.61356945627176,67,"stroke_of_undetermined_etiology"
"CAPS",-0.279962267415523,0.14527476419097,-2.84894494716557,0.00582367092748577,0.710738560039063,-2.58470548633675,0.148290121932128,2.23480317325799,"Not significant","Q13938",-0.246522899265275,67,"stroke_of_undetermined_etiology"
"MCM3AP",-0.195054318910929,-0.0101030006754532,-2.83947076192133,0.00597992390445114,0.710738560039063,-2.57337692907466,0.148290121932128,2.22330434244758,"Not significant","O60318",-0.227217363582102,67,"stroke_of_undetermined_etiology"
"MMUT",1.02032341359027,-0.542748976943653,2.82959663232353,0.00614687582056405,0.710738560039063,-2.60396089728943,0.148290121932128,2.21134556042535,"Significant","P22033",0.832267499382834,67,"stroke_of_undetermined_etiology"
"KPNA7",-0.973462110943787,-0.62860122314696,-2.82579019647272,0.00621237335327728,0.710738560039063,-2.59534123350127,0.148290121932128,2.20674245178513,"Not significant","A9QM74",-0.960124286336338,67,"stroke_of_undetermined_etiology"
"BLZF1",-0.338726362412103,-0.0515276023617654,-2.82502154808987,0.00622567724291799,0.710738560039063,-2.60388466716205,0.148290121932128,2.20581339814966,"Not significant","Q9H2G9",-0.387536060073421,67,"stroke_of_undetermined_etiology"
"SPEN",-0.433442523003273,-0.170262913303033,-2.82081146707105,0.00629901234894295,0.710738560039063,-2.59828687828282,0.148290121932128,2.20072754023363,"Not significant","Q96T58",-0.518611208334364,67,"stroke_of_undetermined_etiology"
"ARPIN",0.732946587472616,-0.587291671915341,2.80565956861275,0.00656957008966397,0.723057847414267,-2.61655801718178,0.140826956083311,2.18246304958718,"Not significant","Q7Z6K5",0.876714231126296,67,"stroke_of_undetermined_etiology"
"MILR1",0.364976810029975,0.0244690240152291,2.79989927677425,0.00667520169326317,0.723057847414267,-2.61041150253259,0.140826956083311,2.17553560742438,"Not significant","Q7Z6M3",0.354825506540569,67,"stroke_of_undetermined_etiology"
"FAM193B",-0.797817139175731,0.289259120238139,-2.77358540808074,0.00717788251133521,0.74379266470192,-2.6704762166299,0.128548108976761,2.14400365454226,"Not significant","Q96PV7",-0.72520222373743,67,"stroke_of_undetermined_etiology"
"RPS10",-0.665922992227522,0.013964992186833,-2.76471227445503,0.00735507111625258,0.74379266470192,-2.67586045229009,0.128548108976761,2.13341312371867,"Not significant","P46783",-0.781335794183568,67,"stroke_of_undetermined_etiology"
"TMCO5A",-0.373281959458842,-0.143050546743977,-2.76405643648972,0.00736832555037269,0.74379266470192,-2.66782853277725,0.128548108976761,2.1326311942109,"Not significant","Q8N6Q1",-0.38211938340284,67,"stroke_of_undetermined_etiology"
"BCL2L10",-0.448193624516314,0.00918944007647571,-2.76170867310262,0.00741595345160703,0.74379266470192,-2.68451744271333,0.128548108976761,2.12983300483088,"Not significant","Q9HD36",-0.445129868546753,67,"stroke_of_undetermined_etiology"
"GJA8",-0.711813028695226,-0.17865451097266,-2.75471825385546,0.00755944127842018,0.744398799344067,-2.69613248358673,0.128194336023091,2.12151030220593,"Not significant","P48165",-0.876640431247316,67,"stroke_of_undetermined_etiology"
"RBBP5",-0.771060072619882,-0.461877670514383,-2.74059050850587,0.00785723037508732,0.759906423419159,-2.76231459447722,0.119239884422932,2.10473051309382,"Not significant","Q15291",-0.979253576184111,67,"stroke_of_undetermined_etiology"
"SYNGAP1",-0.307951494891859,-0.0112438361480165,-2.72227747722473,0.00825922516717308,0.764005531280328,-2.74763479347044,0.116903497188932,2.08306069376983,"Not significant","Q96PV0",-0.330041185006298,67,"stroke_of_undetermined_etiology"
"DDIT3",-0.429282566039636,-0.112893820101736,-2.72104961239265,0.00828684019209754,0.764005531280328,-2.74143656713254,0.116903497188932,2.08161103624492,"Not significant","P35638",-0.400192405469401,67,"stroke_of_undetermined_etiology"
"KANK4",-0.236011438612654,0.00939842098072838,-2.71945596723842,0.00832280767088984,0.764005531280328,-2.7595422734232,0.116903497188932,2.07973014122388,"Not significant","Q5T7N3",-0.175819896061712,67,"stroke_of_undetermined_etiology"
"PPP1R3B",-0.383360123477915,0.057633637019725,-2.70308270276394,0.00870069776035307,0.785382984501204,-2.80687164298787,0.104918512051192,2.06044591734464,"Not significant","Q86XI6",-0.374673250146412,67,"stroke_of_undetermined_etiology"
"GZMA",0.270784681489517,0.150771162514366,2.68948213308119,0.00902644478423874,0.790667924842627,-2.84023435626851,0.102005878941718,2.04448327013105,"Not significant","P12544",0.336611342275733,67,"stroke_of_undetermined_etiology"
"AIF1L",-0.335559317581165,0.137385815076196,-2.68426969501715,0.00915421167999481,0.790667924842627,-2.8163533065712,0.102005878941718,2.03837904926171,"Not significant","Q9BQI0",-0.36151910826631,67,"stroke_of_undetermined_etiology"
"UBXN11",0.648787716517906,-0.0352341797022121,2.68253051728334,0.00919720813609408,0.790667924842627,-2.82421896858156,0.102005878941718,2.03634398516522,"Not significant","Q5T124",0.641007625329495,67,"stroke_of_undetermined_etiology"
"KIAA0319",-0.279433741573585,0.0594748826002452,-2.67558313241004,0.00937080798407142,0.792298234619472,-2.82458165405339,0.101111311757215,2.02822296109779,"Not significant","Q5VV43",-0.236662143376564,67,"stroke_of_undetermined_etiology"
"FBXO40",-0.490094615549101,-0.13166996578116,-2.67014599892413,0.00950874912301803,0.792298234619472,-2.84509117849764,0.101111311757215,2.02187661079145,"Not significant","Q9UH90",-0.534065755901372,67,"stroke_of_undetermined_etiology"
"ASXL3",-0.289811912987112,0.0694359774430241,-2.66173434448917,0.00972580533995574,0.798105480624246,-2.84810316868006,0.0979397068626334,2.01207442699785,"Not significant","Q9C0F0",-0.353240160885066,67,"stroke_of_undetermined_etiology"
"REPS1",-0.715714220505485,-0.435845395160922,-2.63905626256277,0.0103336773241035,0.826106464152878,-2.90632558051944,0.0829639795384402,1.98574510371054,"Not significant","Q96D71",-0.715719206146225,67,"stroke_of_undetermined_etiology"
"CERT1",-0.475062440576282,-0.302451906086349,-2.62951393114844,0.0105996338983808,0.826106464152878,-2.90677241945458,0.0829639795384402,1.9747091346087,"Not significant","Q9Y5P4",-0.509622501642317,67,"stroke_of_undetermined_etiology"
"KAZN",-0.419284968218743,-0.0434886481779725,-2.62805115881015,0.0106409489776614,0.826106464152878,-2.92299378620003,0.0829639795384402,1.97301963920415,"Not significant","Q674X7",-0.382366824539395,67,"stroke_of_undetermined_etiology"
"NELL2",-0.243810467509657,0.0472969883138925,-2.62637009328931,0.0106886104034622,0.826106464152878,-2.90875453934835,0.0829639795384402,1.97107875254015,"Not significant","Q99435",-0.223323895866764,67,"stroke_of_undetermined_etiology"
"BCL2L11",0.501155283544834,0.235419386142948,2.61709146187883,0.0109551866079836,0.826106464152878,-2.9240025567612,0.0829639795384402,1.96038022037372,"Not significant","O43521",0.538312118351543,67,"stroke_of_undetermined_etiology"
"CTF1",-0.230751400064286,-0.131130090942467,-2.61303606153766,0.0110735845569783,0.826106464152878,-2.92263259456133,0.0829639795384402,1.95571177376216,"Not significant","Q16619",-0.213657558836915,67,"stroke_of_undetermined_etiology"
"LRTM2",-0.260322463762584,0.0285958735856102,-2.61085579335735,0.0111377170677054,0.826106464152878,-2.92051199188206,0.0829639795384402,1.9532038187227,"Not significant","Q8N967",-0.216768602481498,67,"stroke_of_undetermined_etiology"
"GKAP1",0.70024602264535,-0.220308276741251,2.60581536071313,0.0112872744363576,0.826106464152878,-2.94010322759934,0.0829639795384402,1.94741091548455,"Not significant","Q5VSY0",0.532894979787336,67,"stroke_of_undetermined_etiology"
"KDM5D",-0.354016624796081,-0.0423253732107913,-2.58769972937188,0.0118399641692041,0.826294848106624,-2.99602219229329,0.0828649550323002,1.92664961189861,"Not significant","Q9BY66",-0.317285823721338,67,"stroke_of_undetermined_etiology"
"QRICH2",-0.309169480265606,0.04954107230835,-2.58234846265481,0.0120078582313955,0.826294848106624,-2.97095003519654,0.0828649550323002,1.9205344481537,"Not significant","Q9H0J4",-0.347637585204867,67,"stroke_of_undetermined_etiology"
"GAMT",-0.337996742363164,-0.113555319746261,-2.5740288173919,0.0122731725375449,0.826294848106624,-2.99056441454444,0.0828649550323002,1.91104316038174,"Not significant","Q14353",-0.261835679801198,67,"stroke_of_undetermined_etiology"
"CNTNAP2",-0.264468760510953,-0.0112206767340983,-2.57209962453221,0.0123354482234941,0.826294848106624,-2.98344620721384,0.0828649550323002,1.90884506527003,"Not significant","Q9UHC6",-0.283167042748935,67,"stroke_of_undetermined_etiology"
"PNKP",-1.63683524758041,-0.65479710325425,-2.56879440928146,0.0124428083823722,0.826294848106624,-3.00152884651687,0.0828649550323002,1.90508158690277,"Significant","Q96T60",-1.38378402927014,67,"stroke_of_undetermined_etiology"
"TAFA1",-0.334020123463742,-0.0665245985806878,-2.56697965680044,0.0125021144053818,0.826294848106624,-2.9953570584163,0.0828649550323002,1.90301653123719,"Not significant","Q7Z5A9",-0.336317939542838,67,"stroke_of_undetermined_etiology"
"ITGA6",-0.290607944292645,-0.0350871482419211,-2.5661739854423,0.0125285256427685,0.826294848106624,-2.99580612690404,0.0828649550323002,1.90210003378511,"Not significant","P23229",-0.432259850874375,67,"stroke_of_undetermined_etiology"
"ART4",0.408349553718568,-0.0858213661200325,2.56466675425959,0.0125780708480827,0.826294848106624,-2.99210887256206,0.0828649550323002,1.90038596336445,"Not significant","Q93070",0.429498685664405,67,"stroke_of_undetermined_etiology"
"MAPRE3",-0.709407143264634,-0.148208715739215,-2.56209742406696,0.0126629380341303,0.826294848106624,-3.00788265251663,0.0828649550323002,1.89746551833331,"Not significant","Q9UPY8",-0.840605822179743,67,"stroke_of_undetermined_etiology"
"NTHL1",0.487742674041781,-0.152098514334257,2.55571889656251,0.0128758710148554,0.82916981060994,-3.02013706368112,0.0813565185948123,1.89022338254693,"Not significant","P78549",0.549433088591238,67,"stroke_of_undetermined_etiology"
"CIAO2A",-0.543089794001608,-0.108830347559901,-2.55165587382275,0.013013189420577,0.82916981060994,-3.03767272039646,0.0813565185948123,1.88561624855761,"Not significant","Q9H5X1",-0.344314311546282,67,"stroke_of_undetermined_etiology"
"SYT1",-0.27663078729958,0.111432469012077,-2.5451757090114,0.0132349426274462,0.833493596165679,-3.03598000982794,0.0790977325613418,1.87827793699486,"Not significant","P21579",-0.332984902395087,67,"stroke_of_undetermined_etiology"
"CABP2",-0.578573309171224,-0.30836345177533,-2.53784622968676,0.0134898720143875,0.839783296895666,-3.05842365783607,0.0758327676335202,1.86999217069199,"Not significant","Q9NPB3",-0.773899124374798,67,"stroke_of_undetermined_etiology"
"NECAB2",-0.335678309036023,0.0193001432761328,-2.5228706371404,0.0140245819800815,0.839853281924185,-3.06448584161564,0.0757965763382096,1.85311007456018,"Not significant","Q7Z6G3",-0.373489890210666,67,"stroke_of_undetermined_etiology"
"C4orf17",1.96007415280139,1.91973716379213,2.52261721224071,0.0140337929556746,0.839853281924185,-3.05446766189175,0.0757965763382096,1.85282493502334,"Significant","Q53FE4",1.88840697193267,67,"stroke_of_undetermined_etiology"
"KIRREL3",-0.24743110236053,-0.0824718554434714,-2.52185215779207,0.0140616327336318,0.839853281924185,-3.08287378614383,0.0757965763382096,1.85196424929926,"Not significant","Q8IZU9",-0.256119364030189,67,"stroke_of_undetermined_etiology"
"NT5E",0.312955774755218,0.0032704618703852,2.51803763600076,0.0142011855024857,0.839853281924185,-3.08127014911376,0.0757965763382096,1.84767539958192,"Not significant","P21589",0.269759476787688,67,"stroke_of_undetermined_etiology"
"COL26A1",0.484111449173346,-0.0730694114272274,2.51266900333089,0.0143997116297898,0.839853281924185,-3.09322077829979,0.0757965763382096,1.84164620504677,"Not significant","Q96A83",0.374516085960885,67,"stroke_of_undetermined_etiology"
"CD200R1L",0.606166828644392,-0.124778722426785,2.50396731634262,0.0147268106102983,0.839853281924185,-3.10218685731025,0.0757965763382096,1.83189129825762,"Not significant","Q6Q8B3",0.296757390397089,67,"stroke_of_undetermined_etiology"
"STAR",-0.506011515122839,0.134527405710029,-2.50368899857646,0.0147373823006311,0.839853281924185,-3.10335315246928,0.0757965763382096,1.83157965035423,"Not significant","P49675",-0.476660809091183,67,"stroke_of_undetermined_etiology"
"POTEA",-0.569218043685041,0.268669617654227,-2.48756826445863,0.0153615088704644,0.839853281924185,-3.13915928551406,0.0757965763382096,1.81356612402243,"Not significant","Q6S8J7",-0.750866822539283,67,"stroke_of_undetermined_etiology"
"GATC",0.387779810590417,-0.115516181812802,2.48229606940167,0.0155707297848817,0.839853281924185,-3.1375972869388,0.0757965763382096,1.80769103199709,"Not significant","O43716",0.40438803812942,67,"stroke_of_undetermined_etiology"
"NEB",-0.610364891249843,0.28321978597165,-2.48199357920389,0.0155828111599163,0.839853281924185,-3.1329328048453,0.0757965763382096,1.80735419229186,"Not significant","P20929",-0.45037010346145,67,"stroke_of_undetermined_etiology"
"CD37",-0.250285821548215,-0.0945013542746458,-2.47528406374884,0.015852964428891,0.839853281924185,-3.15222546752372,0.0757965763382096,1.79988951485129,"Not significant","P11049",-0.315526819417593,67,"stroke_of_undetermined_etiology"
"APLP1",-0.43029078088874,0.109795050076974,-2.47252718411422,0.015965183399843,0.839853281924185,-3.14012790670426,0.0757965763382096,1.7968260881435,"Not significant","P51693",-0.459647600735781,67,"stroke_of_undetermined_etiology"
"CRYAA",-0.558376060210012,0.0840130152264193,-2.47249742639981,0.0159663985756099,0.839853281924185,-3.148697905124,0.0757965763382096,1.79679303346235,"Not significant","P02489",-0.200091780906728,67,"stroke_of_undetermined_etiology"
"RBM19",0.428937116872848,-0.0911280952477411,2.47151015361253,0.0160067616768193,0.839853281924185,-3.1625749302063,0.0757965763382096,1.79569652118134,"Not significant","Q9Y4C8",0.564964417765034,67,"stroke_of_undetermined_etiology"
"ENTPD5",-0.129490805393768,0.00047602733499857,-2.47092743052554,0.0160306284212483,0.839853281924185,-3.16485417705066,0.0757965763382096,1.79504945240999,"Not significant","O75356",-0.120764997976136,67,"stroke_of_undetermined_etiology"
"FGF3",-0.191610598992816,0.123116224093724,-2.46915576754629,0.0161033874810114,0.839853281924185,-3.18916033448994,0.0757965763382096,1.79308275691448,"Not significant","P11487",-0.266757706367318,67,"stroke_of_undetermined_etiology"
"ADGRB1",-0.332843368378476,-0.0977168316733954,-2.46360881757069,0.0163331140867704,0.839853281924185,-3.15153574741849,0.0757965763382096,1.78693100437757,"Not significant","O14514",-0.33946282154354,67,"stroke_of_undetermined_etiology"
"CD3E",0.527905549053606,-0.499038745426754,2.45883861864772,0.0165330215607517,0.839853281924185,-3.18067384474423,0.0757965763382096,1.78164776789006,"Not significant","P07766",0.755084555195057,67,"stroke_of_undetermined_etiology"
"FLAD1",0.30461321716231,-0.0704549759445684,2.45295821459748,0.0167824772430064,0.839853281924185,-3.19996840496199,0.0757965763382096,1.77514393304478,"Not significant","Q8NFF5",0.0360924695937282,67,"stroke_of_undetermined_etiology"
"SMG6",1.03435780722873,-0.183328021595727,2.45284844883033,0.0167871656244429,0.839853281924185,-3.18719350949592,0.0757965763382096,1.77502262474203,"Significant","Q86US8",0.917770708466435,67,"stroke_of_undetermined_etiology"
"NRXN3",0.412452529039979,0.00214606011981395,2.44615391084873,0.0170753385159688,0.839853281924185,-3.19884026384534,0.0757965763382096,1.76763067773955,"Not significant","Q9Y4C0",0.548617846025406,67,"stroke_of_undetermined_etiology"
"AGBL3",0.20777280207009,0.127813831847439,2.44461775760551,0.0171420865370386,0.839853281924185,-3.20612881096596,0.0757965763382096,1.76593631681362,"Not significant","Q8NEM8",0.25811987695796,67,"stroke_of_undetermined_etiology"
"CD300LB",-0.237030717402211,-0.0450321115664582,-2.43954577766584,0.0173641364255508,0.839853281924185,-3.20613017006815,0.0757965763382096,1.76034681067997,"Not significant","A8K4G0",-0.167404067813343,67,"stroke_of_undetermined_etiology"
"IVL",-0.311108437686752,-0.0379671266566573,-2.43484967719184,0.0175720261708273,0.839853281924185,-3.21666196551026,0.0757965763382096,1.75517815859148,"Not significant","P07476",-0.252763722586101,67,"stroke_of_undetermined_etiology"
"LUC7L",0.26535564302797,-0.140391058566521,2.42794960832849,0.0178815301191634,0.839853281924185,-3.22325653730458,0.0757965763382096,1.74759532145302,"Not significant","Q9NQ29",0.327541246713215,67,"stroke_of_undetermined_etiology"
"MAPKAPK3",-0.259900059216426,-0.0207005963876232,-2.42663423108916,0.0179410828229197,0.839853281924185,-3.23698474941877,0.0757965763382096,1.74615134892697,"Not significant","Q16644",-0.29586301903211,67,"stroke_of_undetermined_etiology"
"PCDH7",-0.203297437739998,0.0651306383530679,-2.42609044557664,0.017965754154909,0.839853281924185,-3.22644049467107,0.0757965763382096,1.74555454754138,"Not significant","O60245",-0.209147457596594,67,"stroke_of_undetermined_etiology"
"NLGN1",-0.611902713816425,-0.177932406442045,-2.422258073628,0.0181404907194269,0.839853281924185,-3.24122219882402,0.0757965763382096,1.74135096899275,"Not significant","Q8N2Q7",-0.401802284200886,67,"stroke_of_undetermined_etiology"
"CLTA",0.216755719629822,-0.0121526638699223,2.41503810210174,0.0184738230344261,0.839853281924185,-3.2419855598659,0.0757965763382096,1.73344322091346,"Not significant","P09496",0.156148213230342,67,"stroke_of_undetermined_etiology"
"SPRTN",0.759652180553709,-0.329222912041804,2.41484837444437,0.0184826558323794,0.839853281924185,-3.25869344714494,0.0757965763382096,1.73323562345821,"Not significant","Q9H040",1.00124814846545,67,"stroke_of_undetermined_etiology"
"JAKMIP1",0.406221730645538,0.0188038703332196,2.41219398248059,0.0186066283029929,0.839853281924185,-3.25509652669601,0.0757965763382096,1.7303323180068,"Not significant","Q96N16",0.373841111637182,67,"stroke_of_undetermined_etiology"
"PHLDB3",-0.826319065944828,-0.182675208076279,-2.40953087734335,0.0187317547831802,0.839853281924185,-3.25306872206164,0.0757965763382096,1.72742153618831,"Not significant","Q6NSJ2",-0.616779526166182,67,"stroke_of_undetermined_etiology"
